12,30488642585819891
14,27013550343584990
13,28803399974137520
22,27530988664594627
17,29285122438918998
23,27073365584536062
18,28885473129534440
24,23371701586921243
19,27009680530144960
7,28252593202593887
2,26555808538589217
0,22962182163549754
6,28349127557280100
1,26542471028315516
5,26555845430800194
9,26623056573028585
3,26527371007069487
4,22948458883463068
8,28372632926492849
11,28374694596425125
10,26658875242442585
21,26648585770487420
15,26645595298899095
16,28459096169558898
20,23050925403861823
