10,562867183587931531502497392336471657217
891,1125734367175863063004994784672943314432
890,1098692676594302971676800058841240554255
1023,1124784156597374468210060458367322551617
490,1125160158007529250901211999839334290560
850,1109420279602927965681126019911696563975
889,1073020801159537271479650631285923217436
329,1092660627166082702006519112272577889959
369,1099411864343332931395398654227882004521
370,1126226787863902027283091304331001077760
929,1069915425119422826205307509074591311948
888,1048718740871565962413546502006991303975
849,1093614258469198766332510822859264190476
848,1078316303774675464959149193515646193935
529,1101716014930000314010720906189838690679
449,1101937890617107890336885740130341416359
930,1098071094201512900579131390892343714855
448,1078883056517338657348384771902370528076
409,1104416783282673640434998407229988385959
928,1041759756037332751831483627256838909039
328,1069370414776751780711890264744088736076
3,563113381641801487476477636355048058881
528,1078460860587766925778278374782324257516
1009,1099005387194404869454297197703993835639
1010,1126226763283602974952955272710096117760
289,1109485195821417622675601105500402274439
327,1047351301501971095929767621325814832111
446,1036475504017977746254088528501780190864
927,1013604086955242677457659745439086506128
5,563113393931951013641545652165500538881
450,1117221938669963859813654163911282293760
6,558610969334981929906827081955641146881
926,985448417873152603083835863621334103215
847,1063526415519358061561041131880842574352
488,1072037017281282155045843833252127169836
489,1097904821463361376311672781351114881239
408,1088554041118286782897748049692855328076
288,1093602139052970688535036113463709313036
326,1026603287341740647660151182017756178064
1014,560571919892499221171327297909490746881
410,1121143839784998442342654595818981493760
925,957292748791062528710011981803581700300
287,1078577625882380589530894231937490878351
887,1025786495730389044478487671004444813872
485,1002758798907576411190618611290554223135
286,1064411656309647325663175460921746970384
846,1049244593703246556138186637954853331727
486,1024464006003389672485316748221846840784
923,900981410626882379962364218168076894464
444,999004105785520241670066542508325106124
924,929137079708972454336188099985829297383
445,1017122785618386068148293253329160741935
170,1088773330886574854639073127032378891916
368,1072596940822763835507706004124762931280
1008,1072706769616705004820000413376064512236
1007,1047330910550503381050064919726308147551
1004,976739884420887954926426182846076805804
920,816514403380612156840892572714819685695
1006,1022877809995799998144490716754724741584
729,1050117605011207879934490658811033119389
845,1035470838326340948690585711737678466060
285,1051104230334770896931879800416477589135
922,872825741544792305588540336350324491543
407,1073555613291837869730903523207582320111
1019,1099557222643480264042689600420180713185
290,1126226796187721391952589208047569762560
250,1105855634125001521552336131182770981239
921,844670072462702231214716454532572088620
526,1035717333937407967442768817305524372944
