51,139670737116171917564097267084895011
52,139670737116171915937058819280116530
54,139670737116171907326697596757787786
53,139670737116171915937058819280116530
50,139670737116171917564097267084895011
49,139670737116171917564097267084895011
55,139670737116171907326697596757787786
56,139670737116171863386983085046404659
47,139670737116171915937058819280116530
48,139670737116171917564097267084895011
58,139670737116171639461535377268886291
57,139670737116171863386983085046404659
45,139670737116171907326697596757787786
46,139670737116171915937058819280116530
60,139670737116170498337677527721341658
59,139670737116171639461535377268886291
44,139670737116171907326697596757787786
43,139670737116171863386983085046404659
62,139670737116164683210424299345290466
61,139670737116170498337677527721341658
41,139670737116171639461535377268886291
42,139670737116171863386983085046404659
39,139670737116170498337677527721341658
40,139670737116171639461535377268886291
63,139670737116164683210424299345290466
64,139670737116135050894936967708652099
65,139670737116135050894936967708652099
66,139670737115984066897903104020897795
38,139670737116170498337677527721341658
37,139670737116164683210424299345290466
68,139670737115214843021738648624477570
67,139670737115984066897903104020897795
36,139670737116164683210424299345290466
35,139670737116135050894936967708652099
70,139670737111295809589230543422853690
69,139670737115214843021738648624477570
33,139670737115984066897903104020897795
34,139670737116135050894936967708652099
71,139670737111295809589230543422853690
72,139670737091323599679427586587714899
31,139670737115214843021738648624477570
32,139670737115984066897903104020897795
73,139670737091323599679427586587714899
74,139670736989478392420099525994615795
30,139670737115214843021738648624477570
29,139670737111295809589230543422853690
76,139670736469766966568154818261306666
75,139670736989478392420099525994615795
27,139670737091323599679427586587714899
28,139670737111295809589230543422853690
78,139670733817537971384892168289292946
77,139670736469766966568154818261306666
26,139670737091323599679427586587714899
25,139670736989478392420099525994615795
79,139670733817537971384892168289292946
80,139670720304847187711047766444719459
23,139670736469766966568154818261306666
24,139670736989478392420099525994615795
82,139670651733210676393106541268308195
81,139670720304847187711047766444719459
22,139670736469766966568154818261306666
21,139670733817537971384892168289292946
83,139670651733210676393106541268308195
84,139670305497337954374453601288233426
20,139670733817537971384892168289292946
19,139670720304847187711047766444719459
85,139670305497337954374453601288233426
86,139668559660037557812641537126597866
17,139670651733210676393106541268308195
18,139670720304847187711047766444719459
87,139668559660037557812641537126597866
88,139659669329018507507264466770224243
16,139670651733210676393106541268308195
15,139670305497337954374453601288233426
89,139659669329018507507264466770224243
90,139613212630599549494023466989409363
13,139668559660037557812641537126597866
14,139670305497337954374453601288233426
92,139362533352011207459041712403935578
91,139613212630599549494023466989409363
12,139668559660037557812641537126597866
11,139659669329018507507264466770224243
94,137997712652083009247539518758700114
93,139362533352011207459041712403935578
10,139659669329018507507264466770224243
9,139613212630599549494023466989409363
95,137997712652083009247539518758700114
96,130939331989834105582885112447132867
97,130939331989834105582885112447132867
8,139613212630599549494023466989409363
7,139362533352011207459041712403935578
98,99538918873294932746584438824721435
99,99538918873294932746584438824721435
6,139362533352011207459041712403935578
5,137997712652083009247539518758700114
4,137997712652083009247539518758700114
3,130939331989834105582885112447132867
1,99538918873294932746584438824721435
2,130939331989834105582885112447132867
0,99538918873294932746584438824721435
