49,80378110543894121048707732416714
50,80378110543894121048707732416714
51,80378110543894121048707732416714
52,80378110543894084526239356431824
46,80378110543894084526239356431824
45,80378110543893916730589515175772
47,80378110543894084526239356431824
48,80378110543894121048707732416714
43,80378110543893182347341236454798
44,80378110543893916730589515175772
55,80378110543893916730589515175772
56,80378110543893182347341236454798
53,80378110543894084526239356431824
54,80378110543893916730589515175772
41,80378110543889976156569116309494
42,80378110543893182347341236454798
57,80378110543893182347341236454798
58,80378110543889976156569116309494
39,80378110543875980295176351726260
40,80378110543889976156569116309494
59,80378110543889976156569116309494
60,80378110543875980295176351726260
37,80378110543814885102120966044224
38,80378110543875980295176351726260
61,80378110543875980295176351726260
62,80378110543814885102120966044224
35,80378110543548190387006524940906
36,80378110543814885102120966044224
63,80378110543814885102120966044224
64,80378110543548190387006524940906
33,80378110542384006238471393490538
34,80378110543548190387006524940906
66,80378110542384006238471393490538
65,80378110543548190387006524940906
32,80378110542384006238471393490538
31,80378110537302081744634267679520
67,80378110542384006238471393490538
68,80378110537302081744634267679520
30,80378110537302081744634267679520
29,80378110515118429193919190834660
69,80378110537302081744634267679520
70,80378110515118429193919190834660
28,80378110515118429193919190834660
27,80378110418282505775975898321158
72,80378110418282505775975898321158
71,80378110515118429193919190834660
26,80378110418282505775975898321158
25,80378109995571661781508169927806
24,80378109995571661781508169927806
23,80378108150276028289695789756204
73,80378110418282505775975898321158
74,80378109995571661781508169927806
22,80378108150276028289695789756204
21,80378100094323456207898481155120
76,80378108150276028289695789756204
75,80378109995571661781508169927806
20,80378100094323456207898481155120
19,80378064923861633980920625511434
77,80378108150276028289695789756204
78,80378100094323456207898481155120
18,80378064923861633980920625511434
17,80377911411376828819298625646218
79,80378100094323456207898481155120
80,80378064923861633980920625511434
15,80377241835510063022912226409072
16,80377911411376828819298625646218
81,80378064923861633980920625511434
82,80377911411376828819298625646218
14,80377241835510063022912226409072
13,80374324311604591832174580865804
84,80377241835510063022912226409072
83,80377911411376828819298625646218
12,80374324311604591832174580865804
11,80361608066588357917679183276574
86,80374324311604591832174580865804
85,80377241835510063022912226409072
87,80374324311604591832174580865804
88,80361608066588357917679183276574
9,80305890355939665613414058820454
10,80361608066588357917679183276574
90,80305890355939665613414058820454
89,80361608066588357917679183276574
7,80058534088438540009732107069444
8,80305890355939665613414058820454
91,80305890355939665613414058820454
92,80058534088438540009732107069444
6,80058534088438540009732107069444
5,78946076444321396213949413727072
93,80058534088438540009732107069444
94,78946076444321396213949413727072
3,74038531975967163736657467535978
4,78946076444321396213949413727072
96,74038531975967163736657467535978
95,78946076444321396213949413727072
97,74038531975967163736657467535978
2,74038531975967163736657467535978
1,54713343467834076250964706306154
99,54713343467834076250964706306154
98,54713343467834076250964706306154
0,54713343467834076250964706306154
